postcode,latitude,longitude,region,month,temperature_c,humidity_pct,wind_speed_kmh,drought_factor,days_since_rain,rainfall_mm,vegetation_density,elevation_m,ffdi,frp_nearby,risk_score,risk_label
5153,-35.08067579032157,138.71442611821047,Cherry Gardens,4,14.09,48.26,24.79,6.14,11.6,0.0,0.374,629.6,4.16,50.92,17.79,Low
4570,-26.215514259205044,152.61559770807304,Gympie,3,26.15,33.55,29.72,10.0,20.9,0.0,0.605,488.7,18.87,0.0,43.27,Moderate
3737,-36.75674313854286,146.87610176519527,Bright VIC,2,37.28,22.66,26.28,10.0,7.4,0.0,0.679,683.3,36.93,0.0,70.05,High
6076,-31.888514857382667,116.07193357720799,Mundaring,3,25.59,30.99,29.99,10.0,90.7,0.0,0.526,614.3,20.35,0.0,61.16,High
5000,-34.87287043194833,138.60658001897616,Adelaide CBD,10,14.01,71.21,27.74,6.19,6.4,2.68,0.466,255.5,2.03,0.0,10.25,Low
5153,-35.09733601698826,138.68816532065327,Cherry Gardens,5,14.47,69.97,28.77,7.36,12.2,0.0,0.177,570.8,2.61,0.0,15.5,Low
2650,-35.172103212232585,147.35843086681086,Wagga Wagga,9,15.34,79.79,36.76,2.41,26.3,0.0,0.223,706.2,0.77,0.0,15.6,Low
2630,-36.37366757148671,148.56541985064231,Cooma,4,16.07,75.45,39.88,5.34,19.6,0.0,0.654,585.8,2.16,0.0,19.31,Low
2630,-36.512177179384054,148.3200419886761,Jindabyne,1,39.64,20.47,42.61,9.01,7.2,0.0,0.665,537.2,57.03,0.0,85.29,Extreme
4380,-28.689139093811097,151.99089463552923,Stanthorpe,12,28.67,19.09,17.8,10.0,26.8,0.0,0.772,884.2,25.6,0.0,64.44,High
3444,-37.0704760303811,144.5053292000602,Kyneton,12,34.36,33.11,35.53,10.0,8.8,0.0,0.506,461.1,28.97,0.0,61.05,High
5000,-34.912290664789566,138.63962390703773,Adelaide CBD,7,13.75,79.49,22.57,3.17,10.8,0.0,0.383,425.7,0.69,0.0,9.3,Low
3820,-38.18021418627596,145.98828571167766,Traralgon,4,16.81,65.21,37.83,5.71,50.1,0.0,0.024,626.7,3.21,0.0,19.56,Low
0800,-12.506773391753166,130.81843662331906,Darwin,9,13.56,71.18,43.22,4.63,8.4,0.0,0.121,395.0,2.16,0.0,13.07,Low
7000,-42.881129242911086,147.31089634781227,Hobart,7,14.1,39.91,26.12,3.69,14.9,0.0,0.315,463.8,3.46,0.0,14.24,Low
2630,-36.36725430781749,148.4093351763565,Cooma,11,26.46,33.86,45.45,10.0,34.5,0.0,0.223,675.3,27.26,27.95,52.05,High
4570,-26.108160531674773,152.70852120701252,Gympie,11,15.01,51.27,39.59,7.76,2.1,1.32,0.347,617.9,6.89,0.0,28.76,Moderate
7000,-42.871932640629794,147.27361472469403,Hobart,12,22.61,36.43,25.65,8.95,37.7,0.0,0.577,533.6,12.35,0.0,45.98,Moderate
0800,-12.435805781057933,130.89032793961906,Darwin,7,15.82,37.91,26.82,3.36,7.4,0.0,0.578,659.6,3.65,0.0,16.85,Low
2480,-28.818656437435237,153.2867497757844,Lismore,11,23.21,46.4,23.74,5.91,48.6,0.0,0.257,733.0,5.67,0.0,40.25,Moderate
2630,-36.45888885855691,148.2199952867517,Jindabyne,12,31.92,31.65,42.62,10.0,3.2,0.69,0.66,690.8,33.12,0.0,67.62,High
2580,-34.81389071692127,149.66861246868703,Goulburn,3,22.34,31.51,38.99,7.0,11.3,0.0,0.277,467.1,15.56,22.28,39.79,Moderate
2480,-28.72336396049239,153.23474533316724,Lismore,8,15.38,70.39,27.32,6.38,3.1,3.49,0.194,287.4,2.23,0.0,14.45,Low
3820,-38.05833485332758,145.99152968808022,Traralgon,1,35.44,27.64,27.06,10.0,21.7,0.0,0.564,472.2,29.76,0.0,63.23,High
7000,-42.966032213550946,147.40273855426702,Hobart,11,23.97,56.3,34.28,6.75,4.5,5.54,0.177,323.2,6.04,0.0,23.71,Low
4000,-27.471079440483937,153.07487889575978,Brisbane CBD,3,23.99,43.07,8.81,10.0,6.6,14.51,0.335,392.7,7.74,0.0,23.68,Low
5000,-34.833686653055814,138.5785901060714,Adelaide CBD,11,18.34,46.06,26.41,4.34,14.7,0.0,0.431,455.5,3.82,0.0,23.77,Low
3737,-36.61058970515355,146.9163841863812,Bright VIC,3,21.43,24.99,31.7,5.95,7.6,0.0,0.257,619.5,13.57,0.0,39.9,Moderate
6000,-31.916574688759553,115.83305721543456,Perth CBD,7,12.68,83.44,12.24,5.02,5.2,5.48,0.081,282.1,0.72,0.0,6.72,Low
7000,-42.888369868822934,147.30620697841061,Hobart,6,12.5,83.87,21.67,5.02,20.1,0.0,0.158,547.6,0.88,0.0,10.17,Low
2630,-36.36443676806111,148.44555794916883,Cooma,7,14.52,16.3,34.13,6.38,21.1,0.0,0.527,664.2,16.42,0.0,26.2,Moderate
6000,-31.993873468938617,115.85000807411078,Perth CBD,5,9.31,66.16,24.43,2.19,12.0,0.0,0.138,423.2,0.68,0.0,8.95,Low
4000,-27.427140775549695,153.0476327850429,Brisbane CBD,8,11.66,71.8,14.33,5.17,12.0,0.0,0.147,311.9,1.12,0.0,8.59,Low
6000,-32.00902002781975,115.82771959509452,Perth CBD,11,15.06,37.32,24.75,9.28,31.4,0.0,0.151,193.5,9.42,0.0,27.88,Moderate
4380,-28.655130940581902,151.93545779602377,Stanthorpe,2,29.95,24.2,36.67,8.63,9.8,0.0,0.634,596.7,30.13,10.2,62.94,High
6000,-32.033818324958105,115.77544263987785,Perth CBD,12,16.31,26.72,30.05,8.03,10.5,0.0,0.525,302.3,13.89,0.0,37.25,Moderate
2630,-36.52929948244169,148.25721614768943,Jindabyne,2,41.25,24.71,46.15,9.77,60.7,0.0,0.579,602.7,61.2,7.38,100.0,Extreme
6000,-31.879633057373763,115.82482769724706,Perth CBD,2,27.36,40.09,31.2,9.89,3.7,1.75,0.324,351.4,16.06,0.0,36.74,Moderate
7000,-42.98086346451161,147.24418937531658,Hobart,4,12.93,61.99,17.11,7.48,5.3,2.82,0.357,438.8,2.53,0.0,10.94,Low
7140,-42.73377774104938,146.52936704307112,Hamilton TAS,4,15.57,45.24,27.84,5.51,6.9,0.48,0.524,554.4,4.69,0.0,17.41,Low
4570,-26.181794926490735,152.67972187827215,Gympie,7,12.0,59.78,23.11,6.57,1.9,1.66,0.56,453.9,2.68,1.67,14.71,Low
2630,-36.33831426620414,148.59782113547865,Cooma,1,32.93,30.94,31.89,10.0,16.4,0.0,0.368,603.2,27.31,0.0,62.83,High
5000,-34.90427236633204,138.68136328473753,Adelaide CBD,11,25.3,52.03,21.12,6.42,0.7,0.87,0.192,451.7,5.12,0.0,20.7,Low
2630,-36.403662848246825,148.49475547190684,Cooma,11,22.5,43.59,39.99,10.0,25.9,0.0,0.252,723.6,15.0,0.0,42.79,Moderate
5153,-35.01871557353398,138.8358163277192,Cherry Gardens,9,10.05,44.21,27.04,6.5,10.5,0.0,0.468,610.1,4.65,0.0,17.9,Low
6000,-31.981126730769777,115.88043166410657,Perth CBD,12,24.58,31.84,30.44,9.66,27.0,0.0,0.288,280.0,18.66,0.0,43.97,Moderate
3737,-36.72957563867714,146.9277321789932,Bright VIC,1,30.63,18.44,45.19,10.0,46.6,0.0,0.538,702.1,53.11,0.0,87.6,Extreme
4380,-28.661309182965493,151.93557565423598,Stanthorpe,5,13.18,21.16,30.73,7.05,5.5,4.6,0.799,355.0,13.54,0.0,22.89,Low
2630,-36.43111740525048,148.3173705559747,Jindabyne,8,12.7,45.86,38.25,5.94,4.1,2.7,0.157,527.7,5.72,0.0,19.2,Low
2630,-36.46399125879443,148.18788774592556,Jindabyne,3,35.32,36.55,32.38,10.0,9.4,0.0,0.892,676.6,24.68,0.0,52.68,High
3820,-38.08048505487709,146.05921115350952,Traralgon,4,15.9,55.4,24.1,4.85,18.9,0.0,0.521,650.7,2.7,0.0,17.49,Low
3737,-36.76756187339313,146.9054826717046,Bright VIC,11,29.26,34.04,29.27,10.0,5.2,1.52,0.559,831.5,20.4,0.0,44.8,Moderate
5153,-35.02532054746087,138.75133525590894,Cherry Gardens,9,15.13,54.98,29.36,4.36,3.2,0.55,0.505,593.9,2.71,0.0,16.8,Low
0800,-12.44390863466143,130.75539681130266,Darwin,1,34.45,27.49,32.11,10.0,16.6,0.0,0.214,366.2,32.57,0.0,58.75,High
3000,-37.7779157461149,144.86515589124346,Melbourne CBD,9,10.13,95.75,2.86,4.24,13.9,0.0,0.096,120.9,0.29,0.0,4.98,Low
4570,-26.177693729878865,152.74953580904594,Gympie,11,22.05,46.08,41.23,6.24,5.8,2.24,0.237,781.8,8.76,0.0,32.14,Moderate
5000,-34.93278167274614,138.51743945090223,Adelaide CBD,6,12.85,69.04,29.06,3.08,16.6,0.0,0.396,369.8,1.09,0.0,11.0,Low
2580,-34.75360125137989,149.68732400930065,Goulburn,4,16.52,28.48,26.4,8.28,8.0,0.0,0.307,507.2,12.46,38.86,20.98,Low
3000,-37.8278465360123,145.02075621855656,Melbourne CBD,2,25.1,42.52,26.33,6.89,24.8,0.0,0.224,508.4,8.54,0.0,33.54,Moderate
2480,-28.81080581558043,153.31828886100365,Lismore,9,10.12,64.97,39.34,4.67,27.5,0.0,0.478,627.8,2.19,0.0,18.42,Low
2580,-34.760187939116804,149.6989909095763,Goulburn,8,13.35,43.38,26.37,5.69,15.2,0.0,0.518,545.6,4.62,0.0,19.13,Low
2580,-34.73435459778005,149.72191455973027,Goulburn,3,21.13,30.67,36.09,10.0,4.8,4.1,0.336,720.9,20.42,0.0,40.45,Moderate
4570,-26.288696253807956,152.6894539658382,Gympie,2,34.45,32.99,30.77,10.0,3.8,12.26,0.231,657.9,26.11,0.0,53.6,High
4380,-28.750123999303735,151.9467207291919,Stanthorpe,2,23.94,20.09,44.26,10.0,56.0,0.0,0.452,603.2,39.16,0.0,77.33,Extreme
5153,-35.08202142456711,138.7598751561591,Cherry Gardens,11,24.66,28.37,32.28,10.0,2.3,2.53,0.571,536.5,22.78,0.0,43.23,Moderate
3820,-38.10617740906678,146.00851050565717,Traralgon,2,30.31,39.31,38.04,10.0,8.0,0.0,0.69,524.0,21.64,0.0,54.18,High
4380,-28.634413685732156,151.9008104106649,Stanthorpe,6,11.99,37.22,40.02,6.76,19.3,0.0,0.235,369.7,8.91,0.0,20.5,Low
4380,-28.628419567800602,152.02721576249314,Stanthorpe,3,31.62,29.1,31.46,10.0,8.8,0.0,0.273,353.0,27.57,0.0,46.34,Moderate
2000,-33.85264756815524,151.15497431440335,Sydney CBD,8,14.02,84.45,18.87,4.02,3.7,3.66,0.46,174.0,0.68,0.0,7.21,Low
5000,-34.98851569710825,138.67013630192457,Adelaide CBD,4,12.95,80.47,25.72,4.31,8.1,0.0,0.303,383.7,0.95,0.0,8.72,Low
3737,-36.771408740876474,146.9262397435283,Bright VIC,4,15.93,52.11,39.17,4.45,10.8,0.0,0.372,602.3,3.95,0.0,19.32,Low
3000,-37.668828654854515,144.88607834051055,Melbourne CBD,1,21.46,38.34,34.43,10.0,6.9,5.5,0.324,262.8,15.24,0.0,33.6,Moderate
6000,-31.912351398092703,115.82842170636485,Perth CBD,8,10.33,86.87,26.33,4.39,1.4,10.55,0.295,317.6,0.72,0.0,7.05,Low
0800,-12.515302578313076,130.93835447247014,Darwin,8,17.25,71.49,30.9,3.55,7.3,0.0,0.217,515.9,1.4,0.0,13.06,Low
4570,-26.21610364563208,152.64102612315756,Gympie,7,14.25,66.17,26.9,7.59,3.5,3.62,0.109,521.1,2.92,22.45,13.42,Low
3737,-36.83248311248968,147.0246248481103,Bright VIC,7,15.45,71.27,29.0,6.9,28.6,0.0,0.426,650.4,2.44,65.2,19.36,Low
2580,-34.6365203543977,149.71035973015574,Goulburn,7,14.1,53.52,32.85,5.13,66.3,0.0,0.312,556.1,3.51,0.0,23.79,Low
0800,-12.48099522340914,130.856421687869,Darwin,8,14.92,85.89,22.43,5.19,1.4,3.58,0.415,534.4,0.94,0.0,11.24,Low
3444,-37.05973255451833,144.61403232956965,Kyneton,5,15.57,60.99,20.71,4.56,1.7,23.76,0.178,610.2,1.91,0.0,14.55,Low
7140,-42.76065303094151,146.47530049787335,Hamilton TAS,4,13.93,63.25,32.04,3.07,8.2,0.0,0.327,646.0,1.47,0.0,14.77,Low
5153,-35.06108575937401,138.72450477487374,Cherry Gardens,7,14.7,57.79,42.99,7.49,4.4,0.19,0.64,593.3,5.69,0.0,18.48,Low
7000,-42.86423957391903,147.35766616431943,Hobart,5,12.35,77.17,31.43,6.28,4.6,2.02,0.19,454.3,1.73,0.0,9.54,Low
6000,-32.10250979005158,115.83060858107888,Perth CBD,12,32.05,40.03,18.24,10.0,4.0,5.14,0.405,239.0,14.08,0.0,36.66,Moderate
2630,-36.55311395597012,148.2886357592574,Jindabyne,12,32.95,10.41,41.65,10.0,4.5,2.96,0.57,497.9,69.73,0.0,89.91,Extreme
4570,-26.223114611760856,152.62092831956247,Gympie,12,33.06,20.82,41.37,10.0,45.3,0.0,0.528,502.1,48.57,5.56,80.37,Extreme
2650,-35.11592428567211,147.41251801357816,Wagga Wagga,7,12.92,47.53,35.16,6.01,5.0,1.3,0.184,518.6,5.12,0.0,15.88,Low
2630,-36.407518861992024,148.15221420678998,Jindabyne,7,14.36,51.83,52.52,7.67,4.8,12.16,0.278,554.5,8.84,0.0,20.91,Low
4380,-28.619160401428992,151.96154491306882,Stanthorpe,11,32.79,22.01,49.47,8.1,5.4,6.07,0.248,730.6,45.32,0.0,55.47,High
4000,-27.489554023699267,153.04068793351465,Brisbane CBD,4,13.53,73.41,27.29,4.79,18.2,0.0,0.049,419.2,1.42,0.0,9.78,Low
2000,-33.90791078016155,151.1663023009827,Sydney CBD,11,17.03,42.6,20.62,10.0,11.9,0.0,0.122,411.8,8.2,0.0,21.05,Low
4000,-27.451628856812,153.0039407030469,Brisbane CBD,10,14.19,69.73,28.03,6.59,8.4,0.0,0.503,255.6,2.3,0.0,10.82,Low
2630,-36.327337451731104,148.47060217427816,Cooma,10,17.95,61.51,18.63,4.85,23.6,0.0,0.092,733.6,2.06,0.0,18.11,Low
3820,-38.113350399506956,145.97240736257174,Traralgon,4,15.71,55.36,30.21,4.02,31.5,0.0,0.127,670.6,2.57,0.0,17.79,Low
5153,-34.983184169996356,138.76525788742134,Cherry Gardens,1,28.91,30.59,30.52,9.87,5.6,0.51,0.264,559.2,23.06,0.0,53.55,High
3000,-37.77416597322635,144.9601606464489,Melbourne CBD,12,22.43,41.46,17.69,5.21,12.8,0.0,0.197,260.0,5.02,0.0,27.0,Moderate
7140,-42.65921256832677,146.55378548121521,Hamilton TAS,1,25.06,37.33,31.08,10.0,13.5,0.0,0.267,446.2,16.48,0.0,47.66,Moderate
5000,-34.943643312276016,138.56034645631925,Adelaide CBD,8,11.25,75.18,26.4,3.49,0.2,0.45,0.481,342.0,0.89,0.0,8.56,Low
4380,-28.596630057603782,151.87606540749212,Stanthorpe,8,14.95,34.06,40.9,6.67,20.5,0.0,0.598,697.8,11.05,5.3,23.13,Low
4380,-28.6166688250115,151.96631942494074,Stanthorpe,7,13.92,37.79,37.52,6.27,5.6,9.25,0.724,742.5,8.17,0.0,20.56,Low
2650,-35.15158694737846,147.35747424669336,Wagga Wagga,12,25.94,24.79,32.31,10.0,19.6,0.0,0.407,576.7,26.93,0.0,58.0,High
3444,-37.02928961746079,144.60451641086098,Kyneton,3,28.29,31.78,37.25,10.0,17.8,0.0,0.101,626.5,25.72,0.0,45.63,Moderate
3000,-37.80699006825908,145.01671362410394,Melbourne CBD,8,14.76,83.15,24.62,3.83,14.9,0.0,0.46,454.7,0.8,38.11,9.0,Low
5153,-35.129305782285186,138.85207795235428,Cherry Gardens,11,28.91,31.45,36.19,10.0,63.0,0.0,0.079,611.3,25.92,0.0,54.73,High
3444,-37.0520649247485,144.54335042570978,Kyneton,8,12.87,42.9,38.81,6.25,7.7,0.0,0.69,660.3,6.79,0.0,19.9,Low
7140,-42.69397687314962,146.54450891265603,Hamilton TAS,9,15.28,73.96,24.03,5.69,44.6,0.0,0.473,517.3,1.63,16.7,18.66,Low
7000,-42.93415928060542,147.23576938699676,Hobart,8,15.14,53.98,31.51,4.21,2.6,3.53,0.073,356.2,2.85,0.0,11.21,Low
2630,-36.405607921510025,148.48492792919316,Cooma,8,16.81,39.36,45.45,5.99,19.6,0.0,0.766,483.7,9.81,0.0,24.45,Low
4000,-27.436976700888916,153.00386487270558,Brisbane CBD,7,12.43,85.35,33.52,4.61,7.8,0.0,0.467,519.3,1.01,0.0,9.2,Low
4380,-28.640493655100666,151.96077213410047,Stanthorpe,2,33.45,20.16,32.2,10.0,14.3,0.0,0.258,704.7,40.63,10.19,68.04,High
3444,-37.098840603275306,144.51147788978994,Kyneton,2,25.28,30.0,25.75,10.0,27.1,0.0,0.356,736.3,18.88,0.0,55.91,High
0800,-12.455515150877954,130.86042032211378,Darwin,12,25.82,33.27,41.37,10.0,6.8,3.35,0.507,710.8,24.75,0.0,51.69,High
6076,-31.950773509174073,116.05175903400549,Mundaring,10,15.42,48.82,51.13,7.76,15.4,0.0,0.084,555.8,9.96,0.0,21.0,Low
6076,-31.914841300357043,116.00969315148315,Mundaring,8,16.86,70.17,24.31,6.45,52.7,0.0,0.563,760.9,2.23,0.0,22.68,Low
0800,-12.48906616074857,130.83334957762804,Darwin,11,22.27,37.94,34.98,7.89,9.5,0.0,0.127,457.1,12.73,0.0,32.64,Moderate
3820,-38.16021893574679,145.99305662463073,Traralgon,4,17.22,74.51,36.63,6.17,2.7,0.43,0.186,582.9,2.48,10.33,13.77,Low
4000,-27.407229515514572,152.9731684163117,Brisbane CBD,5,14.31,58.2,34.97,6.71,15.4,0.0,0.263,369.2,4.12,0.0,12.37,Low
3444,-37.04293242370497,144.53586833483752,Kyneton,2,32.26,31.93,17.18,10.0,3.5,0.05,0.315,682.6,18.29,37.08,50.48,High
2580,-34.72808289727095,149.64198970383546,Goulburn,2,30.71,11.01,42.94,10.0,11.1,0.0,0.828,728.8,65.29,54.64,85.99,Extreme
2630,-36.306906897612784,148.51813910651072,Cooma,9,17.72,35.35,49.71,5.86,4.4,22.14,0.88,490.8,12.55,0.0,24.35,Low
4000,-27.471972273934096,153.06266727105177,Brisbane CBD,5,10.13,96.31,27.79,5.2,11.3,0.0,0.413,411.0,0.63,0.0,7.97,Low
7000,-42.804361884839395,147.31645866943026,Hobart,6,12.42,83.92,28.93,4.14,25.8,0.0,0.479,323.2,0.86,0.0,12.25,Low
7000,-42.91042829616007,147.3401833387408,Hobart,12,25.02,36.95,27.69,8.11,9.1,0.0,0.539,302.1,12.53,0.0,39.51,Moderate
3444,-37.037907678087564,144.5174298710751,Kyneton,8,14.3,46.94,32.62,6.7,4.9,5.42,0.119,560.7,5.74,0.0,16.97,Low
6076,-31.8934035443262,116.08761242920212,Mundaring,10,9.03,38.16,38.23,5.9,1.9,8.95,0.442,675.7,6.55,0.0,19.09,Low
3444,-36.92896108220639,144.5305574008194,Kyneton,9,16.97,45.8,47.73,5.5,24.9,0.0,0.313,475.9,7.67,0.0,21.58,Low
7000,-42.8305533024808,147.33464152018146,Hobart,11,17.12,44.39,24.66,10.0,2.1,3.12,0.384,559.4,8.5,0.0,24.5,Low
3737,-36.78413186942823,146.9314538058524,Bright VIC,8,14.59,81.15,48.54,7.19,5.7,0.91,0.211,633.3,2.77,37.87,16.06,Low
2630,-36.49810367065909,148.23127381777874,Jindabyne,6,15.99,40.86,32.35,8.39,34.2,0.0,0.696,793.9,9.31,0.0,26.04,Moderate
2480,-28.713973963215256,153.2438489169416,Lismore,2,30.46,21.75,44.43,10.0,21.3,0.0,0.442,682.8,46.27,2.75,74.1,High
7140,-42.73643364547727,146.46121951265147,Hamilton TAS,9,10.78,58.79,28.75,4.46,4.2,6.92,0.272,479.6,2.07,0.0,13.96,Low
5000,-34.911444409849715,138.66141277019597,Adelaide CBD,1,29.65,33.72,24.67,8.08,0.0,3.51,0.238,478.4,15.21,0.0,35.8,Moderate
3000,-37.775464922828846,144.9872846901026,Melbourne CBD,9,11.45,74.9,18.07,4.06,6.8,1.36,0.269,451.9,0.86,0.0,7.21,Low
3000,-37.851585170696424,144.97863703422624,Melbourne CBD,8,10.0,85.48,23.21,6.92,22.8,0.0,0.107,285.8,1.09,0.0,7.84,Low
7000,-42.95369032217831,147.4081151798904,Hobart,9,14.14,92.04,26.77,5.83,46.5,0.0,0.049,296.8,0.92,0.0,12.76,Low
3000,-37.73827979349654,144.94389614225577,Melbourne CBD,6,5.73,83.23,18.89,3.77,2.9,2.25,0.13,422.3,0.5,0.0,4.8,Low
2630,-36.409191051217014,148.31964014047063,Jindabyne,2,37.84,31.76,42.7,10.0,16.8,0.0,0.527,434.6,40.38,0.0,75.67,Extreme
2580,-34.68928436621582,149.69087440798117,Goulburn,8,15.02,62.05,34.03,6.59,78.8,0.0,0.476,693.4,3.55,0.0,25.41,Moderate
0800,-12.48810681061966,130.83178588987926,Darwin,9,18.02,63.57,31.15,6.37,13.8,0.0,0.469,444.3,3.37,20.72,15.87,Low
6000,-31.929251782280293,115.9116537482412,Perth CBD,1,24.37,31.4,26.26,10.0,1.5,1.72,0.527,462.2,17.65,0.0,38.47,Moderate
6000,-31.952823913819504,115.922777196133,Perth CBD,11,21.44,48.05,25.65,6.14,8.2,0.0,0.407,497.9,5.48,0.0,23.49,Low
0800,-12.403970138429052,130.75009301195436,Darwin,2,24.87,37.32,32.66,10.0,17.2,0.0,0.12,540.8,17.0,0.0,45.61,Moderate
3000,-37.838894371968976,144.9617966606085,Melbourne CBD,10,6.26,83.5,28.04,3.09,5.3,0.6,0.524,422.0,0.52,0.0,6.92,Low
6000,-31.914551451521316,115.92607877690719,Perth CBD,5,11.3,85.38,26.01,3.52,32.5,0.0,0.259,432.9,0.63,0.0,10.76,Low
3820,-38.16419059587317,145.99353648411306,Traralgon,7,13.58,60.41,19.9,4.57,8.0,0.0,0.614,546.4,1.79,2.03,15.44,Low
2630,-36.400157685042046,148.38730379538123,Cooma,7,21.28,57.75,32.77,5.37,3.4,1.21,0.78,710.2,4.04,0.0,20.01,Low
4570,-26.21764986687602,152.64745828323345,Gympie,12,32.53,21.3,39.67,10.0,14.3,0.0,0.517,642.0,45.09,3.71,70.31,High
2000,-33.909649783319864,151.21801967855762,Sydney CBD,1,21.65,42.42,14.34,6.69,6.2,5.98,0.217,377.7,5.6,0.0,25.11,Moderate
7140,-42.76411235165572,146.51949365718124,Hamilton TAS,2,32.63,23.83,26.44,10.0,18.8,0.0,0.685,278.1,30.42,0.0,63.4,High
5153,-35.010139019287514,138.62706139030274,Cherry Gardens,9,12.75,38.66,22.44,5.51,39.8,0.0,0.296,580.4,4.71,0.0,21.32,Low
6000,-31.839255286981754,115.78877741863897,Perth CBD,11,15.37,42.61,18.42,9.68,60.5,0.0,0.467,343.4,7.13,0.0,33.61,Moderate
2000,-33.945312081842665,151.25758136688614,Sydney CBD,3,15.62,36.86,32.94,3.26,15.4,0.0,0.397,383.3,4.21,0.0,22.99,Low
3444,-36.949396846495546,144.52595775392336,Kyneton,4,13.24,65.08,40.49,2.5,2.3,7.56,0.265,574.7,1.35,18.32,15.03,Low
0800,-12.424231437597193,130.8750561459352,Darwin,12,30.41,35.3,26.59,6.76,7.4,0.0,0.439,439.2,12.96,0.0,44.9,Moderate
3820,-38.01772853202138,146.067964219971,Traralgon,2,30.25,22.94,24.27,8.83,10.2,0.0,0.701,641.9,24.32,0.0,57.37,High
2480,-28.765075215349853,153.35224219913292,Lismore,4,19.88,55.47,27.2,7.26,0.0,5.73,0.61,739.8,4.93,0.0,17.9,Low
5000,-34.86584099060837,138.52953889347725,Adelaide CBD,10,9.01,75.14,36.38,6.32,5.3,4.8,0.436,445.8,1.87,2.6,9.35,Low
3820,-38.13868482205738,146.05062928380246,Traralgon,12,26.0,22.85,33.68,10.0,35.5,0.0,0.129,579.4,29.8,0.0,61.84,High
5153,-35.08116359539659,138.75043684301502,Cherry Gardens,11,23.41,44.82,28.43,10.0,19.4,0.0,0.528,598.7,11.31,0.0,39.0,Moderate
6000,-31.991421915874994,115.84993412509722,Perth CBD,12,35.32,35.6,24.63,8.45,0.7,7.4,0.339,236.4,18.01,22.61,39.69,Moderate
2630,-36.41246584278506,148.50905271625294,Cooma,7,19.57,35.52,29.79,5.87,45.5,0.0,0.115,483.4,8.35,0.0,24.83,Low
6076,-31.96661151711962,116.14925571052393,Mundaring,6,12.84,57.96,59.25,3.45,53.2,0.0,0.609,720.1,3.62,11.63,25.03,Moderate
4000,-27.4894022279768,153.12305402636702,Brisbane CBD,4,8.59,67.53,19.64,4.37,24.9,0.0,0.261,273.5,1.13,0.0,10.58,Low
6076,-31.924975907359524,116.1038627666149,Mundaring,9,15.43,60.88,34.06,7.56,34.1,0.0,0.556,573.6,4.3,0.0,21.85,Low
6000,-32.01079583450195,115.91252546352038,Perth CBD,4,11.15,82.71,10.99,3.67,0.7,2.41,0.375,291.3,0.5,0.0,6.93,Low
4570,-26.169251965286243,152.658976627123,Gympie,6,15.67,87.79,38.47,5.46,5.3,0.68,0.284,544.9,1.38,0.0,13.07,Low
6000,-31.978425705885577,115.90786573009716,Perth CBD,12,24.59,42.59,29.26,10.0,3.5,7.22,0.344,347.6,12.97,0.0,33.8,Moderate
5153,-35.053975786824346,138.70647722134999,Cherry Gardens,3,30.14,17.57,30.14,10.0,54.9,0.0,0.403,436.6,37.85,0.0,61.59,High
4570,-26.21589906525001,152.6840445297533,Gympie,7,9.66,41.84,33.16,6.48,37.3,0.0,0.419,651.2,5.74,0.0,20.45,Low
6076,-31.960933776837148,116.16524796520676,Mundaring,5,16.11,42.87,32.38,5.04,41.0,0.0,0.296,500.9,5.27,18.1,23.28,Low
4000,-27.463259279904914,153.03023168681258,Brisbane CBD,5,9.09,85.33,20.32,4.61,2.8,8.94,0.535,550.2,0.66,0.0,7.7,Low
2000,-33.932729269201175,151.25392425353965,Sydney CBD,6,15.44,70.98,24.64,5.72,8.2,0.0,0.358,411.7,1.85,0.0,9.08,Low
3444,-37.12564745600892,144.48119630554314,Kyneton,11,22.7,40.7,32.11,9.59,27.1,0.0,0.193,653.5,13.31,0.0,39.97,Moderate
4570,-26.158242467704216,152.7306766904704,Gympie,7,11.88,67.06,27.96,4.01,37.2,0.0,0.651,582.4,1.43,0.0,18.53,Low
4570,-26.150459320839452,152.69796328113793,Gympie,2,34.9,29.08,38.27,8.25,60.2,0.0,0.492,478.3,29.91,0.0,73.07,High
2650,-35.21565390034694,147.33730547439743,Wagga Wagga,2,23.25,26.89,40.2,10.0,1.8,3.92,0.54,546.1,27.51,12.07,54.45,High
3444,-37.026383623273524,144.4928107135793,Kyneton,1,26.8,22.32,37.93,10.0,41.8,0.0,0.113,557.7,34.44,53.74,68.71,High
7000,-42.88972252788783,147.35897308776123,Hobart,2,18.65,29.17,38.95,9.65,1.1,2.68,0.615,511.2,20.42,0.0,42.48,Moderate
4000,-27.461386157452893,153.03126433598126,Brisbane CBD,7,11.57,57.99,20.85,3.09,1.7,0.18,0.353,408.5,1.26,0.0,9.38,Low
6000,-31.885157724237576,115.80702153035803,Perth CBD,10,12.45,87.22,38.78,4.17,4.4,0.92,0.385,508.9,0.97,0.0,8.6,Low
5153,-35.03078498690993,138.68211686705968,Cherry Gardens,7,14.4,54.89,27.81,5.37,17.0,0.0,0.734,614.6,3.14,0.0,19.15,Low
2630,-36.40380247491465,148.51477159728637,Cooma,9,13.66,54.23,25.61,5.12,4.2,8.05,0.829,701.2,2.84,0.0,18.81,Low
5000,-34.96205879155561,138.56921303187679,Adelaide CBD,9,12.06,67.81,27.24,2.6,8.4,0.0,0.435,325.4,0.9,0.0,10.03,Low
